Dealer Code,Loc #,Location,Retail IQ,District,ATT Mkt Abbrev,ATT Market Name,Region,Market,Dispute Mkt,DF,C&C,WS,WS Expires,Footprint Level,Business Expert,DF Code,Old,Old 2,ATT Location Name,ATT Location ID,ATT Region,State,Notes,Notes2,Open Date,Close Date,DC Origin,Store Origin,Acquisition Origin,TB Loc,SMF Mapping,SMF Market,DC status,Sorting Rank,Rank Description,Company
IJO5K,,Cellular World Okmulgee DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2362,2362,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
80MCJ,,Cellular World Olympia DF,Old Cellular World,Cellular World,PNW,PACIFIC NW; AK; HI,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,WA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2473,2473,Northwest States,Closed,6,Recent Closed Direct Fulfill,Spring
SJH0X,,Cellular World Oneida DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,TN,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2384,2384,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
UU5DT,,Cellular World Oneonta DF,Old Cellular World,Cellular World,GLF,GULF STATES,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,AL,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2478,2478,Gulf States,Closed,6,Recent Closed Direct Fulfill,Spring
MHXGB,,Cellular World Oviedo DF,Old Cellular World,Cellular World,FLP,FLORIDA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,FL,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2280,2280,Florida/Puerto Rico,Closed,6,Recent Closed Direct Fulfill,Spring
QNBUL,,Cellular World Ovilla Corners DF,Old Cellular World,Cellular World,NTX,NORTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2423,2423,Dallas,Closed,6,Recent Closed Direct Fulfill,Spring
ZWEM9,,Cellular World Paducah DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,KY,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2293,2293,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
ADW5P,,Cellular World Pahrump DF,Old Cellular World,Cellular World,SWH,SOUTHWEST,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,NV,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2357,2357,Mountain Time Zone,Closed,6,Recent Closed Direct Fulfill,Spring
N6693,,Cellular World Palestine DF,Old Cellular World,Cellular World,NTX,NORTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2424,2424,Dallas,Closed,6,Recent Closed Direct Fulfill,Spring
95TDU,,Cellular World Palm Harbor Hwy 19 DF,Old Cellular World,Cellular World,FLP,FLORIDA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,FL,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2489,2489,Florida/Puerto Rico,Closed,6,Recent Closed Direct Fulfill,Spring
CRLG7,,Cellular World Palmdale East DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2254,2254,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
GBF4R,,Cellular World Palmdale Rancho Vista DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2255,2255,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
T627M,,Cellular World Paragould DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2220,2220,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
AUKO0,,Cellular World Paris Mineral Wells DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,TN,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2513,2513,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
WYAY3,,Cellular World Parsons DF,Old Cellular World,Cellular World,GMW,GREATER MIDWEST,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,KS,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2495,2495,Greater Midwest,Closed,6,Recent Closed Direct Fulfill,Spring
SBZSQ,,Cellular World Paso Robles DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2256,2256,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
MCR7U,,Cellular World Pauls Valley DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2559,2559,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
UANTT,,Cellular World Pauls Valley RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2559,2559,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
AUS8V,,Cellular World Pine Bluff DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2221,2221,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
CQ6LH,,Cellular World Pittsburg DF,Old Cellular World,Cellular World,GMW,GREATER MIDWEST,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,KS,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2287,2287,Greater Midwest,Closed,6,Recent Closed Direct Fulfill,Spring
PQ7FR,,Cellular World Pittsfield Dalton Ave DF,Old Cellular World,Cellular World,NEG,NEW ENGLAND,Acquired,Acquired,West Texas,,No,,,,,,,,,,NORTHEAST,MA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2310,2310,SNET,Closed,6,Recent Closed Direct Fulfill,Spring
F88F8,,Cellular World Plaistow DF,Old Cellular World,Cellular World,NEG,NEW ENGLAND,Acquired,Acquired,West Texas,,No,,,,,,,,,,NORTHEAST,NH,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2353,2353,SNET,Closed,6,Recent Closed Direct Fulfill,Spring
YHQHF,,Cellular World Plant City DF,Old Cellular World,Cellular World,FLP,FLORIDA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,FL,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2281,2281,Florida/Puerto Rico,Closed,6,Recent Closed Direct Fulfill,Spring
AK548,,Cellular World Pleasanton TX DF,Old Cellular World,Cellular World,STX,SOUTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2446,2446,West Texas,Closed,6,Recent Closed Direct Fulfill,Spring
NP9QO,,Cellular World Pocahontas DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2222,2222,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
LIRNT,,Cellular World Ponca City DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2560,2560,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
PMEPH,,Cellular World Ponca City RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2560,2560,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
4DMDQ,,Cellular World Ponderay DF,Old Cellular World,Cellular World,PNW,PACIFIC NW; AK; HI,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,ID,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2493,2493,Northwest States,Closed,6,Recent Closed Direct Fulfill,Spring
X7WQ8,,Cellular World Portsmouth DF,Old Cellular World,Cellular World,MID,MID-ATLANTIC,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,VA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2595,0,Mid-Atlantic,Closed,6,Recent Closed Direct Fulfill,Spring
Q9SW2,,Cellular World Portsmouth RSW DF,Old Cellular World,Cellular World,MID,MID-ATLANTIC,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,VA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,0,0,Mid-Atlantic,Closed,6,Recent Closed Direct Fulfill,Spring
KFFVG,,Cellular World Post Falls DF,Old Cellular World,Cellular World,PNW,PACIFIC NW; AK; HI,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,ID,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2494,2494,Northwest States,Closed,6,Recent Closed Direct Fulfill,Spring
4ZVAK,,Cellular World Preston NW Highway DF,Old Cellular World,Cellular World,NTX,NORTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2422,2422,Dallas,Closed,6,Recent Closed Direct Fulfill,Spring
ULP4E,,Cellular World Prestonsburg DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,KY,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2295,2295,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
HYFIT,,Cellular World Princeton KY DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,KY,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2296,2296,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
M3H8L,,Cellular World Pryor DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2363,2363,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
QNV29,,Cellular World Purcell RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2561,2561,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
IWQM2,,Cellular World Quinlan DF,Old Cellular World,Cellular World,NTX,NORTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2425,2425,Dallas,Closed,6,Recent Closed Direct Fulfill,Spring
Q8EHT,,Cellular World Rancho Santa Margarita DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2257,2257,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
3PI67,,Cellular World Republic DF,Old Cellular World,Cellular World,GMW,GREATER MIDWEST,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,MO,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2332,2332,Greater Midwest,Closed,6,Recent Closed Direct Fulfill,Spring
0CYYV,,Cellular World Richland Hwy 49 DF,Old Cellular World,Cellular World,GLF,GULF STATES,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,MS,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2342,2342,Gulf States,Closed,6,Recent Closed Direct Fulfill,Spring
S8MDA,,Cellular World Riverside Limonite DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2259,2259,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
EQNPX,,Cellular World Roanoke DF,Old Cellular World,Cellular World,NTX,NORTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2426,2426,Dallas,Closed,6,Recent Closed Direct Fulfill,Spring
5DGXP,,Cellular World Rogers DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2223,2223,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
DI23S,,Cellular World Roosevelt Square DF,Old Cellular World,Cellular World,FLP,FLORIDA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,FL,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2273,2273,Florida/Puerto Rico,Closed,6,Recent Closed Direct Fulfill,Spring
9LZQ2,,Cellular World Rowlett DF,Old Cellular World,Cellular World,NTX,NORTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2427,2427,Dallas,Closed,6,Recent Closed Direct Fulfill,Spring
DIRQI,,Cellular World Salem MA DF,Old Cellular World,Cellular World,NEG,NEW ENGLAND,Acquired,Acquired,West Texas,,No,,,,,,,,,,NORTHEAST,MA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2311,2311,SNET,Closed,6,Recent Closed Direct Fulfill,Spring
232BN,,Cellular World Salem NH DF,Old Cellular World,Cellular World,NEG,NEW ENGLAND,Acquired,Acquired,West Texas,,No,,,,,,,,,,NORTHEAST,NH,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2354,2354,SNET,Closed,6,Recent Closed Direct Fulfill,Spring
37A9B,,Cellular World Salina RSW DF,Old Cellular World,Cellular World,GMW,GREATER MIDWEST,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,KS,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2530,2530,Greater Midwest,Closed,6,Recent Closed Direct Fulfill,Spring
WK98C,,Cellular World Sammamish DF,Old Cellular World,Cellular World,PNW,PACIFIC NW; AK; HI,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,WA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2474,2474,Northwest States,Closed,6,Recent Closed Direct Fulfill,Spring
R0U6V,,Cellular World San Bernadino DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2234,2234,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
RECVA,,Cellular World San Clemente Mares DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2260,0,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
3ROQ8,,Cellular World San Clemente Pico DF,Old Cellular World,Cellular World,GLA,GREATER LOS ANGELES,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,CA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2261,2261,Bakersfield,Closed,6,Recent Closed Direct Fulfill,Spring
DBDB9,,Cellular World Sand Springs RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2562,2562,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
MI6ZZ,,Cellular World Sanford DF,Old Cellular World,Cellular World,NEG,NEW ENGLAND,Acquired,Acquired,West Texas,,No,,,,,,,,,,NORTHEAST,ME,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2313,2313,SNET,Closed,6,Recent Closed Direct Fulfill,Spring
CDXFF,,Cellular World Sapulpa DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2563,2563,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
8KOY4,,Cellular World Sapulpa RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2563,2563,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
K5UZP,,Cellular World Savannah DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,TN,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2385,2385,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
MOWYW,,Cellular World Schertz DF,Old Cellular World,Cellular World,STX,SOUTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2447,2447,West Texas,Closed,6,Recent Closed Direct Fulfill,Spring
HT0SC,,Cellular World Searcy DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2224,2224,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
TJWP0,,Cellular World Seguin DF,Old Cellular World,Cellular World,STX,SOUTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2448,2448,West Texas,Closed,6,Recent Closed Direct Fulfill,Spring
3PYOM,,Cellular World Selmer DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,TN,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2386,2386,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
UK4J9,,Cellular World Senatobia DF,Old Cellular World,Cellular World,TNK,TENNESSEE; KENTUCKY,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,MS,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2343,2343,Tennessee/Kentucky,Closed,6,Recent Closed Direct Fulfill,Spring
24BTL,,Cellular World Seneca DF,Old Cellular World,Cellular World,GAC,GEORGIA; SOUTH CAROLINA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,SC,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2588,2588,Georgia/Carolinas,Closed,6,Recent Closed Direct Fulfill,Spring
AWA45,,Cellular World Seneca RSW DF,Old Cellular World,Cellular World,GAC,GEORGIA; SOUTH CAROLINA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,SC,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2588,2588,Georgia/Carolinas,Closed,6,Recent Closed Direct Fulfill,Spring
UHZEV,,Cellular World Sequim DF,Old Cellular World,Cellular World,PNW,PACIFIC NW; AK; HI,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,WA,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2475,2475,Northwest States,Closed,6,Recent Closed Direct Fulfill,Spring
HKDY7,,Cellular World Siloam Springs DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2520,2520,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
U79MW,,Cellular World Siloam Springs RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2520,2520,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
2LH29,,Cellular World Simpsonville DF,Old Cellular World,Cellular World,GAC,GEORGIA; SOUTH CAROLINA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,SC,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2589,2589,Georgia/Carolinas,Closed,6,Recent Closed Direct Fulfill,Spring
PFZJJ,,Cellular World Simpsonville RSW DF,Old Cellular World,Cellular World,GAC,GEORGIA; SOUTH CAROLINA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,SC,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2589,2589,Georgia/Carolinas,Closed,6,Recent Closed Direct Fulfill,Spring
NTQZ0,,Cellular World Sitka DF,Old Cellular World,Cellular World,PNW,PACIFIC NW; AK; HI,Acquired,Acquired,West Texas,,No,,,,,,,,,,WEST,AK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2205,2205,Northwest States,Closed,6,Recent Closed Direct Fulfill,Spring
MCFI2,,Cellular World Springdale DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,AR,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2482,2482,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
B0WCG,,Cellular World St Cloud DF,Old Cellular World,Cellular World,FLP,FLORIDA,Acquired,Acquired,West Texas,,No,,,,,,,,,,SOUTHEAST,FL,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2282,2282,Florida/Puerto Rico,Closed,6,Recent Closed Direct Fulfill,Spring
MTCI3,,Cellular World Stillwater Koby Plaza RSW DF,Old Cellular World,Cellular World,AOK,ARKANSAS; OKLAHOMA,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,OK,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2564,2564,ARKANSAS/OKLAHOMA,Closed,6,Recent Closed Direct Fulfill,Spring
P0HAI,,Cellular World Stonegate DF,Old Cellular World,Cellular World,STX,SOUTH TEXAS,Acquired,Acquired,West Texas,,No,,,,,,,,,,CENTRAL,TX,201608 Old Cellular World,,8/1/2016,7/31/2016,Acquired,Acquired,Cellular World,2460,2460,West Texas,Closed,6,Recent Closed Direct Fulfill,Spring
