"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Spring Mobile Multi-Tracker","","","","","","","","","Store Charactaristics","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Formula Link","AT&T Region","AT&T Market","Spring Market","Region","District","Loc","Store Name","Street Address","City, State, Zip","Square Feet","Total Monthly Rent","Lease Expiration","October 2017 Total Ops","Average Last 12 Months Ops","Average Traffic Count Last 12 Months","June SMF","Dealer Code","Exterior Photo","Interior Photo","Build Type","Store Type","C&C Designation","Remodel or Open Date","Authorized Retailer Tag Line","Pylon/Monument Panels","Selling Walls","Memorable Accessory Wall","Cash Wrap Expansion","Window Wrap Grpahics","Live DTV","Learning Tables","Community Table","Diamond Displays","C Fixtures","TIO Kiosk","Approved for Flex Blade","Cap Index Score","Selling Walls Notes"
"","1555 Jackson","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley North","1555","Jackson","12010 Industry Blvd Suite 5","Jackson, CA 95642","2400","$5,766.88","8/31/2021","450","530","5563","$20,472.13","9HHKK","https://www.dropbox.com/s/kpbtem0bhwyq8ur/1555%20Jackson.jpg?dl=0","https://drive.google.com/a/springmobile.com/file/d/0BwGib5CdpLt_SEZSUC12cnE3U1k/view?usp=sharing","DES1","End Cap Strip","Complete","9/28/2016","YES","0","11","1","NO","","Pending","3","YES","0","0","NO","","",""
"","1559 Oakdale","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley North","1559","Oakdale","1570 E F St Suite E","Oakdale, CA 95361","1612","$3,765.39","1/31/2022","260","287","3434","$4,384.81","SP3D0","https://www.dropbox.com/s/tcr61avb1d8euq4/1559%20Oakdale.jpg?dl=0","https://www.dropbox.com/s/bwofupp1lahhrgt/1559%20Oakdale%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","7/31/2014","YES","1","11","0","NO","","Installed","2","YES","1","2","NO","","",""
"","1563 Stockton West","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley North","1563","Stockton West","7860 W Lane Suite B2","Stockton, CA 95210","1400","$5,023.66","2/28/2019","136","140","2338","$8,719.60","82GRU","https://www.dropbox.com/s/fuibk63cezr4e40/1563%20Stockton%20West.jpg?dl=0","https://www.dropbox.com/s/j8gy64yh6a4wb52/1563%20Stockton%20West%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","5/15/2014","YES","1","11","0","NO","","Denied","2","YES","1","2","NO","","",""
"","1564 Stockton Trinity","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley North","1564","Stockton Trinity","10318 Trinity Pkwy Suite D","Stockton, CA 95219","2500","$9,228.41","4/30/2019","374","355","3749","$9,407.87","H50M0","https://www.dropbox.com/s/e18m774xmwp7b5u/1564%20Stockton%20Trinity.jpg?dl=0","https://www.dropbox.com/s/r40cdqdnjpbbwjl/1564%20Stockton%20Trinity%20Inside.jpg?dl=0","GEN","End Cap Strip","","","YES","1","9","0","NO","","Installed","0","NO","0","0","NO","","",""
"","1579 Riverbank","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley North","1579","Riverbank","2207 Claribel Rd Suite C","Riverbank, CA 95367","1500","$5,385.00","1/31/2021","220","239","3710","$2,242.46","ZHRWA","https://www.dropbox.com/s/5d36fjwzud4swu5/1579%20Riverbank%20Outside.jpg?dl=0","https://www.dropbox.com/s/67ttvjd6yj2sqdz/1579%20Riverbank%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","11/24/2015","YES","0","12","0","NO","","Installed","2","YES","1","2","NO","","192",""
"","1503 Cypress Ave","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1503","Cypress Ave","5404 W Cypress Ave Suite 103","Visalia, CA 93277","1597","$4,093.74","5/31/2020","187","211","1966","$11,458.24","AYKBE","https://www.dropbox.com/s/4d1q3cjsh7zoh1c/1503%20Cypress%20Ave.jpg?dl=0","https://www.dropbox.com/s/llhxacz8zkv2u3k/1503%20Cypress%20Ave%20Inside.jpg?dl=0","DES1","End Cap Strip","Complete","10/16/2013","YES","2","11","0","NO","","Pending","2","YES","0","0","NO","","",""
"","1504 Dinuba","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1504","Dinuba","780 W El Monte Way Suite D","Dinuba, CA 93618","1800","$5,153.00","1/31/2024","318","343","4996","$13,211.17","UW92V","https://www.dropbox.com/s/az9l239lly4iacx/1504%20Dinuba.jpg?dl=0","https://www.dropbox.com/s/0zbxjc9ir1xbhuy/1504%20Dinuba%20Inside.jpg?dl=0","GEN","End Cap Strip","","","YES","1","8","0","NO","","Installed","0","NO","1","2","YES","","",""
"","1511 Oakhurst","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1511","Oakhurst","40208 Hwy 41 Suite C","Oakhurst, CA 93644","1384","$4,017.25","12/31/2019","126","104","1647","$8,906.76","2BJU3","https://www.dropbox.com/s/kb70iqu5odly9f1/1511%20Oakhurst.jpg?dl=0","https://www.dropbox.com/s/nbnjgyx60yo8q9x/1511%20Oakhurst%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","7/1/2014","YES","1","11","0","NO","","Installed","2","YES","0","0","NO","","",""
"","1512 Reedley","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1512","Reedley","589 I St","Reedley, CA 93654","1584","$3,662.52","10/31/2018","149","179","2934","$6,643.92","TC4Y6","https://www.dropbox.com/s/3c7nhnxz41kfy7n/1512%20Reedley.jpg?dl=0","https://www.dropbox.com/s/cbesb4188y6eimu/1512%20Reedley%20Inside.jpg?dl=0","GEN","Inline Strip","","","YES","1","9","0","NO","","Pending","0","NO","0","0","YES","","",""
"","1514 Sanger","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1514","Sanger","775 Bethel Ave Suite 103","Sanger, CA 93657","1177","$3,633.06","10/31/2018","229","192","2987","$8,569.71","8M47V","https://www.dropbox.com/s/q6p12ju9zfecd7s/1514%20Sanger.jpg?dl=0","https://www.dropbox.com/s/cj98bu2bzmd424w/1514%20Sanger%20Inside.jpg?dl=0","DES2","Inline Strip","Complete","10/9/2013","YES","1","8","0","NO","","Installed","0","NO","0","0","YES","","",""
"","1515 Selma","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1515","Selma","3120 Floral Ave Suite 102","Selma, CA 93662","2083","$7,290.50","1/31/2025","388","433","6193","$23,633.46","PUWU3","https://www.dropbox.com/s/a706w1puwqx5jrz/1515%20Selma%20outside.jpg?dl=0","https://www.dropbox.com/s/6j738ulwgjfl5fn/1515%20Selma%20Inside.jpg?dl=0","DES2","Inline Strip","Complete","11/2/2015","YES","1","10","0","NO","","Installed","0","NO","1","0","YES","","319",""
"","1516 Shaw Ave","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1516","Shaw Ave","3195 W Shaw Ave A","Fresno, CA 93711","2490","$7,893.25","11/30/2018","501","519","6612","$31,473.50","EZ58K","https://www.dropbox.com/s/vi8j1zaetliz5wj/1516%20Shaw%20Ave.jpg?dl=0","https://drive.google.com/a/springmobile.com/file/d/0BwGib5CdpLt_dmxyYzd1bE1BTFk/view?usp=sharing","DES2","End Cap Strip","Complete","9/27/2016","YES","1","11","1","NO","","Installed","5","YES","0","0","YES","","",""
"","1517 Sunnyside","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1517","Sunnyside","5648 E Kings Canyon Rd","Fresno, CA 93727","1530","$4,377.66","1/3/2022","433","388","5910","$22,823.62","QG00F","https://www.dropbox.com/s/2yihyaah39txa0g/1517%20Sunnyside.jpg?dl=0","https://www.dropbox.com/s/50jv418hs6jza64/1517%20Sunnyside%20Inside.jpg?dl=0","DES2","End Cap Strip","Complete","9/26/2016","YES","1","11","1","NO","","Installed","3","YES","0","0","YES","","",""
"","1577 Visalia","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Central Valley South","1577","Visalia","3206 N Dinuba Blvd Suite C","Visalia, CA 93291","1438","$4,633.40","6/30/2020","226","221","3674","$2,407.75","WC6IU","https://drive.google.com/a/springmobile.com/file/d/0BwGib5CdpLt_VXNnUy1rcjVFc2s/view?usp=sharing","https://drive.google.com/a/springmobile.com/file/d/0BwGib5CdpLt_ZHlWb3F3ZlpzcjQ/view?usp=sharing","DES1","Inline Strip","Complete","7/13/2015","YES","1","12","0","NO","","Denied","2","YES","0","1","YES","","",""
"","1526 Fremont","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1526","Fremont","43325 Christy St","Fremont, CA 94538","2046","$10,097.13","9/30/2022","119","113","2017","$15,640.09","R5M83","https://www.dropbox.com/s/et2rnmvzw8p4xsr/1526%20Fremont.jpg?dl=0","https://www.dropbox.com/s/5tqlht3dt6fnw8z/1526%20Fremont%20Inside.jpg?dl=0","GEN","Inline Strip","","7/1/2012","YES","1","9","0","NO","","Pending","0","NO","0","2","NO","","",""
"","1537 Redwood City","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1537","Redwood City","1013 El Camino Real Unit B-7","Redwood City, CA 94063","1649","$11,337.61","12/31/2018","257","328","4286","$29,328.72","TICZ6","https://www.dropbox.com/s/of1tukvgl302bm4/1537%20Redwood%20City.jpg?dl=0","https://www.dropbox.com/s/8unktmh5gyqiohv/1537%20Redwood%20City%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","9/26/2014","YES","0","11","0","NO","","Pending","2","YES","0","0","YES","","",""
"","1538 San Carlos","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1538","San Carlos","1101 San Carlos Ave","San Carlos, CA 94070","2853","$8,979.55","12/31/2019","98","135","1565","$16,521.88","TDL4Y","https://www.dropbox.com/s/lhqk6uflkytvv6g/1538%20San%20Carlos.jpg?dl=0","https://www.dropbox.com/s/dq9ycabejsttoov/1538%20San%20Carlos%20Inside.jpg?dl=0","DES1","End Cap Strip","Complete","6/28/2014","YES","0","11","0","NO","","Installed","2","YES","0","0","NO","","",""
"","1542 Santa Clara","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1542","Santa Clara","3918 Rivermark Plaza","Santa Clara, CA 95054","2005","$9,576.35","5/31/2025","92","155","2031","$11,869.42","T3G5Q","https://www.dropbox.com/s/xt77j4j9ld7khzi/1542%20Santa%20Clara.jpg?dl=0","https://www.dropbox.com/s/rxqmmq2wthunzop/1542%20Santa%20Clara%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","10/7/2017","YES","0","11","0","NO","","Installed","3","YES","0","0","NO","","194",""
"","1544 Sunnyvale","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1544","Sunnyvale","124 E El Camino Real","Sunnyvale, CA 94087","1205","$7,122.70","8/18/2020","315","291","3371","$17,042.48","485IJ","https://www.dropbox.com/s/de0fbud8kso73s8/1544%20Sunnyvale.jpg?dl=0","https://www.dropbox.com/s/vipnehzg2fzlu0f/1544%20Sunnyvale%20Inside.jpg?dl=0","DES2","Inline Strip","","","YES","0","6","0","NO","","Pending","0","NO","0","0","NO","","",""
"","1595 Palo Alto University","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1595","Palo Alto University","370 University Ave","Palo Alto, CA 94301","2850","$20,187.50","9/30/2021","386","349","4187","$39,358.89","MCDL6","https://www.dropbox.com/s/ki8qwesstzecz7f/1595%20Palo%20Alto%20Outside.jpg?dl=0","https://www.dropbox.com/s/upy868fymuxl7m2/1595%20Palo%20Alto%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","9/14/2016","YES","0","12","0","NO","","Pending","4","YES","0","0","NO","","",""
"","1596 Fremont Mowry","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley North","1596","Fremont Mowry","3171 Mowry Ave","Fremont, CA 94538","1938","$9,671.00","8/31/2022","45","34","","","GGDEZ","","","DES1","Inline Strip","Complete","8/9/2017","NO","","11","1","NO","","Pending","3","YES","0","0","NO","","",""
"","1528 Hollister","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1528","Hollister","1740 Airline Hwy Suite 410","Hollister, CA 95023","1610","$4,528.51","1/31/2019","177","174","2986","$11,342.98","DO7QA","https://www.dropbox.com/s/5ylmmqhg4fmwqzn/1528%20Hollister.jpg?dl=0","https://www.dropbox.com/s/drjm9koqkil6lf2/1528%20Hollister%20Inside.jpg?dl=0","DES2","Inline Strip","Complete","2/5/2014","YES","2","11","0","NO","","Installed","0","NO","0","0","NO","","",""
"","1529 Los Gatos","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1529","Los Gatos","630 Blossom Hill Rd","Los Gatos, CA 95032","1124","$6,751.89","6/30/2019","171","229","2389","$18,855.98","DH8ER","https://www.dropbox.com/s/bty8go3oumi806c/1529%20Los%20Gatos.jpg?dl=0","https://www.dropbox.com/s/kkgchaa5wgwema2/1529%20Los%20Gatos%20Inside.jpg?dl=0","DES2","Inline Strip","Complete","9/25/2013","YES","2","7","0","NO","","Installed","0","NO","1","0","NO","","",""
"","1530 Morgan Hill","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1530","Morgan Hill","755 Cochrane Rd Suite 140","Morgan Hill, CA 95037","1458","$6,217.04","1/8/2018","105","125","1580","$2,591.28","VUBRR","https://www.dropbox.com/s/plan23ami79bjwy/1530%20Morgan%20Hill.jpg?dl=0","https://www.dropbox.com/s/xi10c2js5p0yril/1530%20Morgan%20Hill%20Inside.jpg?dl=0","DES1","End Cap Strip","Complete","4/2/2014","YES","4","11","0","NO","","Installed","2","YES","0","0","NO","","",""
"","1539 San Jose Capitol","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1539","San Jose Capitol","384 N Capitol Ave","San Jose, CA 95133","950","$2,921.50","6/30/2015","250","238","3897","$9,547.86","AILLR","https://www.dropbox.com/s/l60f0lq2un22okh/1539%20San%20Jose%20Capitol.jpg?dl=0","https://www.dropbox.com/s/eahr50x4tpcpe94/1539%20San%20Jose%20Capitol%20Inside.jpg?dl=0","GEN","Inline Strip","","","YES","2","5","0","NO","","Pending","0","NO","0","0","YES","","",""
"","1540 San Jose Cottle Road","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1540","San Jose Cottle Road","5660 Cottle Rd Suite 20","San Jose, CA 95123","1800","$9,898.20","10/31/2024","145","141","2064","$2,191.61","6I3AW","https://www.dropbox.com/s/85vj67l43ivhybd/1540%20San%20Jose%20Cottle%20Road.jpg?dl=0","https://www.dropbox.com/s/tlrw340ct6uqjw9/1540%20San%20Jose%20Cottle%20Road%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","10/22/2017","YES","0","11","0","NO","","Denied","2","YES","0","0","NO","","",""
"","1541 Sand City","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1541","Sand City","2160-B California Ave","Sand City, CA 93955","1548","$6,233.36","6/30/2022","127","129","2652","$11,722.24","ZHIYP","https://www.dropbox.com/s/v6boam5hdbt42jl/1541%20Sand%20City.jpg?dl=0","https://www.dropbox.com/s/1xt9zwm64rsywk6/1541%20Sand%20City%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","7/24/2014","YES","0","11","0","NO","","Denied","2","YES","0","0","NO","","",""
"","1543 Santa Cruz","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1543","Santa Cruz","550 River St Suite D","Santa Cruz, CA 95060","1464","$6,432.00","12/31/2017","292","316","3874","$16,983.53","DUC6W","https://www.dropbox.com/s/fzn0dk0q08jthj7/1543%20Santa%20Cruz.jpg?dl=0","https://www.dropbox.com/s/8iacv0zecp6pkpq/1543%20Santa%20Cruz%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","6/14/2014","YES","0","10","0","NO","","Denied","2","NO","0","0","NO","","",""
"","1591 San Jose Brokaw","WEST","NORTHERN CALIFORNIA","West Market","Central California Region","Silicon Valley South","1591","San Jose Brokaw","1068 E Brokaw Rd","San Jose, CA 95131","1862","$10,582.37","12/31/2021","255","180","","$498.08","72TLP","","","DES1","Inline Strip","Complete","12/15/2016","NO","","12","0","NO","","Installed","3","YES","0","2","NO","","223",""
"","269 Wilshire Downtown","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","269","Wilshire Downtown","1605 Wilshire Blvd","Los Angeles, CA 90017","2000","$10,020.00","1/31/2021","354","293","5272","$3,564.36","7A94D","https://www.dropbox.com/s/cg3n56zou4njzh5/269%20Wilshire%20Downtown%20Outside.jpg?dl=0","https://www.dropbox.com/s/4c86lvl69su9wus/269%20Wilshire%20Downtown%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","2/3/2016","YES","0","12","0","NO","","Installed","3","YES","1","1","YES","","1030",""
"","281 LAX","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","281","LAX","8949 S Sepulveda","Westchester, CA 90045","1950","$7,299.17","1/31/2020","605","614","3259","$12,317.26","0XNXB","https://www.dropbox.com/s/fjrfrazzzz6lh76/281%20Sepulveda.jpg?dl=0","https://www.dropbox.com/s/rf1ip90i3yhvm6l/281%20Sepulveda%20Inside.jpg?dl=0","DES1s","End Cap Strip","Complete","3/6/2015","YES","0","9","0","NO","","Denied","2","NO","1","2","YES","","",""
"","284 Inglewood Century","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","284","Inglewood Century","3530 W Century Blvd Suite 105","Inglewood, CA 90303","2640","$10,968.00","1/31/2020","402","380","6794","$14,340.41","QXOLH","https://www.dropbox.com/s/5z82hl3onv26gp1/284%20Inglewood.jpg?dl=0","https://www.dropbox.com/s/42grg79ott6se9f/284%20Inglewood%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","1/22/2015","YES","2","11","0","27 Panel","","Denied","6","YES","2","2","YES","","",""
"","295 Miracle Mile","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","295","Miracle Mile","5600 Wilshire Blvd","Los Angeles, CA 90036","2159","$12,846.05","6/30/2019","308","236","2009","$5,052.88","UJPRP","https://www.dropbox.com/s/e1waicwn1gw84dd/295%20Miracle%20Mile.jpg?dl=0","https://www.dropbox.com/s/47qwkoawpvxsab9/295%20Miracle%20Mile%20Inside.jpg?dl=0","DES1","End Cap Strip","Complete","6/19/2014","YES","0","12","0","NO","","Pending","","YES","1","2","NO","","",""
"","1204 Culver City","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","1204","Culver City","6000 Sepulveda Blvd Suite 2470","Culver City, CA 90230","1685","$16,429.56","9/30/2019","336","334","5170","$6,500.50","JRDTC","https://www.dropbox.com/s/8orq5i2fj1yel1l/1204%20Culver%20City.jpg?dl=0","https://www.dropbox.com/s/giyt0abc5drkznr/1204%20Culver%20City%20Inside.jpg?dl=0","DES1","Mall","Complete","11/25/2014","YES","0","12","0","NO","","Denied","","YES","2","2","NO","","",""
"","1207 Sunset Strip","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","1207","Sunset Strip","8000 W Sunset Blvd Suite B140","Los Angeles, CA 90046-2439","1665","$11,306.74","1/31/2021","317","273","2498","$1,076.00","3WG9X","https://www.dropbox.com/s/y153nez97ofuddz/1207%20Suset%20Strip%20Outside.jpg?dl=0","https://www.dropbox.com/s/q7nxnly7uiemidr/1207%20Sunset%20Strip%20Inside.jpg?dl=0","DES1","Inline Strip","Complete","1/20/2016","YES","2","11","0","NO","","Installed","2","YES","0","0","NO","","340",""
"","1229 Slauson","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","1229","Slauson","1950 W Slauson Ave #E-1","Los Angeles, CA 90047","2500","$10,860.93","5/31/19","279","243","4977","$3,395.44","07H7M","https://www.dropbox.com/s/g2bna9k6jucje1x/1229%20Slauson.jpg?dl=0","https://www.dropbox.com/s/9z13set50txnpz9/1229%20Slauson%20Inside.jpg?dl=0","DES1","End Cap Strip","Complete","7/15/2015","YES","0","13","0","15 Panel","","Pending","4","YES","0","0","YES","","",""
"","1244 Santa Monica","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","1244","Santa Monica","1902A Lincoln Blvd","Santa Monica, CA 90405","1526","$9,339.00","2/28/2021","267","181","","$240.05","E9SMB","https://www.dropbox.com/s/ad117qdnoibfnzd/1244%20Santa%20Monica%20Outside.jpg?dl=0","https://www.dropbox.com/s/utj0iry9sxnyyb2/1244%20Santa%20Monica%20Inside.jpg?dl=0","DES1","End Cap Strip","Complete","3/1/2017","NO","","11","0","NO","","Installed","3","YES","1","2","NO","","217",""
"","2243 LA Midtown","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","Hollywood","2243","LA Midtown","4700 W Pico Blvd Unit C","Los Angeles, CA 90019","1056","$7,127.60","3/31/2022","271","286","4739","$16,188.69","VADDE","https://www.dropbox.com/s/h3bwo5osdltpoa7/2243%20LA%20Midtown%20Outside.jpg?dl=0","https://drive.google.com/a/springmobile.com/file/d/0BwGib5CdpLt_LTloMHBPdDVrZ3c/view?usp=sharing","DES2","Inline Strip","","","YES","0","10","0","NO","","Installed","0","NO","1","1","YES","","",""
"","245 Whittier","WEST","GREATER LOS ANGELES","West Market","Greater Los Angeles Region","LA East","245","Whittier","13809 E Whittier Blvd","Whittier, CA 90605","1430","$6,673.00","5/31/2024","81","100","1520","$15,004.81","LA33V","https://www.dropbox.com/s/g90ttnw31rtj9iy/245%20Whittier%20Outside.jpg?dl=0","https://www.dropbox.com/s/2sihgoziivtzahb/245%20Whittier%20Inside.jpg?dl=0","DES1s","End Cap Strip","Complete","6/1/2017","NO","","11","1","NO","","Pending","2","NO","0","0","NO","","","10 walls; 1 iphone wall, 1 ipad wall, 1 hero wall, 1 dlife wall, 6 other 2 diamond displays"
